Capture Time,Game,Team,Game Time,Opening Odds Time,Edge Type,Edge Value,Predicted Outcome,Probability,Opening Line,Current Line,Model Projection
2026-01-05T18:43:31.643650+00:00,Kansas Jayhawks vs. TCU Horned Frogs,Kansas Jayhawks,Jan 06 09:00PM ET,2026-01-05 18:25:32 UTC,Spread,0.0108932112821685,-8.5,0.5347027350916924,-7.5,-7.5,-10.1
2026-01-05T18:43:31.643972+00:00,Houston Cougars vs. Texas Tech Red Raiders,Houston Cougars,Jan 06 09:00PM ET,2026-01-05 18:25:32 UTC,Moneyline,0.0160802997498646,Win,0.749413633083198,-275.0,-275.0,0.749413633083198
2026-01-05T19:34:51.100237+00:00,Butler Bulldogs vs. St. John's Red Storm,Butler Bulldogs,Jan 06 07:00PM ET,2026-01-05 19:23:54 UTC,Spread,0.0128117939803281,3.5,0.5320425632110974,4.5,4.5,1.4
2026-01-05T19:47:33.017676+00:00,Akron Zips vs. Central Michigan Chippewas,Akron Zips,Jan 06 07:00PM ET,2026-01-05 19:36:54 UTC,Spread,0.0333623177406734,-25.5,0.5638787496655561,-23.5,-23.5,-28.4
2026-01-05T19:47:33.017879+00:00,Miami (OH) RedHawks vs. Western Michigan Broncos,Miami (OH) RedHawks,Jan 06 07:00PM ET,2026-01-05 19:36:54 UTC,Spread,0.0760753924510201,-16.0,0.5953061616817894,-13.0,-13.0,-19.9
2026-01-05T19:47:33.019336+00:00,Northern Illinois Huskies vs. Toledo Rockets,Northern Illinois Huskies,Jan 06 08:00PM ET,2026-01-05 19:36:54 UTC,Spread,0.0128117939803281,5.5,0.5320425632110974,6.5,6.5,4.6
2026-01-05T19:47:33.020647+00:00,Boston College Eagles vs. NC State Wolfpack,Boston College Eagles,Jan 06 09:00PM ET,2026-01-05 19:36:54 UTC,Spread,0.0144424253735896,11.0,0.5336731946043589,12.0,12.0,10.0
2026-01-05T20:03:00.477845+00:00,Ohio Bobcats vs. Massachusetts Minutemen,Massachusetts Minutemen,Jan 06 06:00PM ET,2026-01-05 19:23:54 UTC,Spread,0.024653400649521,2.5,0.5320425632110974,2.5,3.5,1.1
2026-01-05T20:03:00.478663+00:00,Georgia Tech Yellow Jackets vs. Syracuse Orange,Georgia Tech Yellow Jackets,Jan 06 07:00PM ET,2026-01-05 19:23:54 UTC,Spread,0.0262840320427825,2.0,0.5336731946043589,1.5,3.0,0.9
2026-01-05T20:03:00.481422+00:00,Colorado St Rams vs. New Mexico Lobos,Colorado St Rams,Jan 06 09:00PM ET,2026-01-05 19:36:54 UTC,Spread,0.0262840320427825,0.5,0.5336731946043589,0.0,1.5,-1.3
2026-01-05T20:03:00.481764+00:00,Wyoming Cowboys vs. UNLV Rebels,Wyoming Cowboys,Jan 06 10:00PM ET,2026-01-05 19:49:20 UTC,Spread,0.0128117939803281,-4.5,0.5320425632110974,-3.5,-3.5,-6.4
2026-01-05T20:23:02.570917+00:00,Oklahoma St Cowboys vs. UCF Knights,UCF Knights,Jan 06 08:00PM ET,2026-01-05 19:36:54 UTC,Spread,0.0393997341122973,1.5,0.547999242711806,2.5,3.0,-0.5499999999999999
2026-01-05T20:49:53.895647+00:00,Ball State Cardinals vs. Eastern Michigan Eagles,Eastern Michigan Eagles,Jan 06 07:00PM ET,2026-01-05 19:36:54 UTC,Moneyline,0.0194414798208121,Win,0.5048783730246956,106.0,106.0,0.5048783730246956
2026-01-05T21:03:09.077455+00:00,LSU Tigers vs. South Carolina Gamecocks,LSU Tigers,Jan 06 07:00PM ET,2026-01-05 19:23:54 UTC,Spread,0.0139702740544709,-8.0,0.5320425632110974,-8.5,-7.0,-9.5
2026-01-05T21:22:13.265356+00:00,LSU Tigers vs. South Carolina Gamecocks,LSU Tigers,Jan 06 07:00PM ET,2026-01-05 19:23:54 UTC,Moneyline,0.0116437579771708,Win,0.7790541704180092,-465.0,-330.0,0.7790541704180092
2026-01-05T21:22:13.265936+00:00,Florida Gators vs. Georgia Bulldogs,Georgia Bulldogs,Jan 06 07:00PM ET,2026-01-05 19:23:54 UTC,Spread,0.0139702740544709,8.0,0.5320425632110974,7.5,9.0,6.3
2026-01-05T21:22:13.266653+00:00,DePaul Blue Demons vs. Georgetown Hoyas,DePaul Blue Demons,Jan 06 08:00PM ET,2026-01-05 19:36:54 UTC,Spread,0.0156009054477324,-3.0,0.5336731946043589,-2.0,-2.0,-4.0
2026-01-05T21:22:13.267101+00:00,SIU-Edwardsville Cougars vs. Lindenwood Lions,SIU-Edwardsville Cougars,Jan 06 08:30PM ET,2026-01-05 19:36:54 UTC,Moneyline,0.0196816263702535,Win,0.5004508571394843,108.0,108.0,0.5004508571394843
2026-01-05T21:48:43.050340+00:00,Wyoming Cowboys vs. UNLV Rebels,Wyoming Cowboys,Jan 06 10:00PM ET,2026-01-05 19:49:20 UTC,Moneyline,0.0140638818445973,Win,0.6749834220744825,-195,-195,0.6749834220744825
2026-01-05T23:07:32.931266+00:00,West Virginia Mountaineers vs. Cincinnati Bearcats,West Virginia Mountaineers,Jan 06 07:00PM ET,2026-01-05 19:23:54 UTC,Moneyline,0.0171378125221787,Win,0.603914672026311,-182,-142,0.603914672026311
2026-01-05T23:35:04.789357+00:00,Colorado St Rams vs. New Mexico Lobos,Colorado St Rams,Jan 06 09:00PM ET,2026-01-05 19:36:54 UTC,Moneyline,0.0263674420923598,Win,0.5313179371418648,-156,-102,0.5313179371418648
2026-01-06T20:08:01.948993+00:00,Fordham Rams vs. George Mason Patriots,Fordham Rams,Jan 07 07:00PM ET,2026-01-06 19:50:14 UTC,Spread,0.0154719658609231,4.5,0.5347027350916924,5.25,5.5,3.45
2026-01-06T20:08:01.949269+00:00,St. Bonaventure Bonnies vs. Richmond Spiders,Richmond Spiders,Jan 07 07:00PM ET,2026-01-06 19:50:14 UTC,Spread,0.0128117939803281,5.0,0.5320425632110974,6.25,6.0,3.95
2026-01-06T20:08:01.950190+00:00,Jacksonville St Gamecocks vs. Florida Int'l Golden Panthers,Florida Int'l Golden Panthers,Jan 07 07:00PM ET,2026-01-06 19:50:14 UTC,Spread,0.0128117939803281,0.0,0.5320425632110974,1.0,1.0,-1.05
2026-01-06T20:08:01.950389+00:00,Temple Owls vs. East Carolina Pirates,Temple Owls,Jan 07 07:00PM ET,2026-01-06 19:50:14 UTC,Spread,0.024653400649521,-10.5,0.5320425632110974,-9.5,-9.5,-11.55
2026-01-06T20:08:01.950901+00:00,Mercer Bears vs. The Citadel Bulldogs,Mercer Bears,Jan 07 07:00PM ET,2026-01-06 20:05:11 UTC,Spread,0.0128117939803281,-17.5,0.5320425632110974,-16.5,-16.5,-19.55
2026-01-06T20:08:01.953357+00:00,Youngstown St Penguins vs. Fort Wayne Mastodons,Youngstown St Penguins,Jan 07 07:15PM ET,2026-01-06 20:05:11 UTC,Spread,0.0128117939803281,-6.5,0.5320425632110974,-5.5,-5.5,-8.1
2026-01-06T20:08:01.954620+00:00,Evansville Purple Aces vs. Murray St Racers,Murray St Racers,Jan 07 08:00PM ET,2026-01-06 20:05:11 UTC,Spread,0.0287684734810367,-8.5,0.547999242711806,-7.0,-7.0,-10.55
2026-01-06T20:08:01.957121+00:00,St. Thomas (MN) Tommies vs. South Dakota Coyotes,St. Thomas (MN) Tommies,Jan 07 09:00PM ET,2026-01-06 20:05:11 UTC,Spread,0.0128117939803281,-14.0,0.5320425632110974,-13.0,-13.0,-14.9
2026-01-06T20:08:01.957922+00:00,Clemson Tigers vs. SMU Mustangs,SMU Mustangs,Jan 07 09:00PM ET,2026-01-06 20:05:11 UTC,Spread,0.0186605680772774,4.0,0.5320425632110974,5.0,5.0,3.1
2026-01-06T20:08:01.958486+00:00,Loyola (Chi) Ramblers vs. Davidson Wildcats,Davidson Wildcats,Jan 07 09:00PM ET,2026-01-06 20:05:11 UTC,Spread,0.032741267628341,-3.0,0.5519720368591103,-1.5,-1.5,-5.1
2026-01-06T21:07:23.377321+00:00,Vanderbilt Commodores vs. Alabama Crimson Tide,Vanderbilt Commodores,Jan 07 09:00PM ET,2026-01-06 20:05:11 UTC,Spread,0.0174794564149809,-5.0,0.5320425632110974,-4.75,-4.0,-6.55
2026-01-06T21:07:23.377376+00:00,Vanderbilt Commodores vs. Alabama Crimson Tide,Vanderbilt Commodores,Jan 07 09:00PM ET,2026-01-06 20:05:11 UTC,Moneyline,0.0115186878583158,Win,0.6751704685253594,-202.0,-197.0,0.6751704685253594
2026-01-06T21:07:23.377855+00:00,Loyola (Chi) Ramblers vs. Davidson Wildcats,Davidson Wildcats,Jan 07 09:00PM ET,2026-01-06 20:05:11 UTC,Moneyline,0.0595466712994621,Win,0.5775489941798337,-100.0,-107.0,0.5775489941798337
2026-01-06T23:07:27.449089+00:00,Jacksonville St Gamecocks vs. Florida Int'l Golden Panthers,Florida Int'l Golden Panthers,Jan 07 07:00PM ET,2026-01-06 19:50:14 UTC,Moneyline,0.0159613557174532,Win,0.5037662337662338,105,105,0.5037662337662338
2026-01-07T13:19:23.408579+00:00,Colgate Raiders vs. American Eagles,Colgate Raiders,Jan 07 07:00PM ET,2026-01-07 12:27:48 UTC,Moneyline,0.0229327578373467,Win,0.7003521126760563,-210.0,-210.0,0.7003521126760563
2026-01-07T13:19:23.408884+00:00,High Point Panthers vs. Gardner-Webb Bulldogs,High Point Panthers,Jan 07 07:00PM ET,2026-01-07 12:27:48 UTC,Spread,0.0241897189022821,-28.5,0.547999242711806,-27.0,-27.0,-30.25
2026-01-07T13:19:23.409658+00:00,Lafayette Leopards vs. Boston Univ. Terriers,Lafayette Leopards,Jan 07 07:00PM ET,2026-01-07 12:27:48 UTC,Spread,0.0266252922230992,-1.5,0.5504348160326231,0.0,0.0,-3.25
2026-01-07T13:19:23.409700+00:00,Lafayette Leopards vs. Boston Univ. Terriers,Lafayette Leopards,Jan 07 07:00PM ET,2026-01-07 12:27:48 UTC,Moneyline,0.0283757341408127,Win,0.5521852579503366,-110.0,-110.0,0.5521852579503366
2026-01-07T20:08:17.719337+00:00,Drexel Dragons vs. Stony Brook Seawolves,Stony Brook Seawolves,Jan 08 07:00PM ET,2026-01-07 20:05:32 UTC,Spread,0.0154719658609231,3.0,0.5347027350916924,4.0,4.0,1.7
2026-01-07T20:08:17.720359+00:00,Louisiana Tech Bulldogs vs. Liberty Flames,Louisiana Tech Bulldogs,Jan 08 07:00PM ET,2026-01-07 20:05:32 UTC,Spread,0.0154719658609231,4.5,0.5347027350916924,5.5,5.5,3.15
2026-01-07T20:08:17.720486+00:00,North Carolina A&T Aggies vs. Elon Phoenix,N/A,Jan 08 07:00PM ET,2026-01-07 20:05:32 UTC,Over,0.0290329267565925,Over,0.5388368483252199,159.5,159.5,166.0
2026-01-07T20:08:17.721105+00:00,Morehead St Eagles vs. Tenn-Martin Skyhawks,Morehead St Eagles,Jan 08 07:30PM ET,2026-01-07 20:05:32 UTC,Spread,0.027313572530116,2.0,0.5347027350916924,3.0,3.0,0.95
2026-01-07T20:08:17.722089+00:00,N Colorado Bears vs. Idaho State Bengals,N/A,Jan 08 08:00PM ET,2026-01-07 20:05:32 UTC,Under,0.0158335850426964,Under,0.5256375066113239,154.5,154.5,150.900998832621
2026-01-07T20:08:17.722458+00:00,Utah Valley Wolverines vs. Southern Utah Thunderbirds,Utah Valley Wolverines,Jan 08 08:00PM ET,2026-01-07 20:05:32 UTC,Spread,0.0446479804347867,-22.5,0.5638787496655561,-20.5,-20.5,-25.1
2026-01-07T20:08:17.722827+00:00,Southern Indiana Screaming Eagles vs. SE Missouri St Redhawks,Southern Indiana Screaming Eagles,Jan 08 08:30PM ET,2026-01-07 20:05:32 UTC,Spread,0.024653400649521,6.0,0.5320425632110974,7.0,7.0,4.65
2026-01-07T20:08:17.723606+00:00,Eastern Illinois Panthers vs. Tennessee Tech Golden Eagles,Eastern Illinois Panthers,Jan 08 08:30PM ET,2026-01-07 20:05:32 UTC,Spread,0.0505814071647454,-1.0,0.5336731946043589,0.0,0.0,-2.45
2026-01-07T20:08:17.724018+00:00,New Mexico St Aggies vs. Western Kentucky Hilltoppers,New Mexico St Aggies,Jan 08 09:00PM ET,2026-01-07 20:05:32 UTC,Spread,0.0128117939803281,-4.0,0.5320425632110974,-3.0,-3.0,-5.15
2026-01-07T20:08:17.724713+00:00,Towson Tigers vs. Hofstra Pride,Hofstra Pride,Jan 08 12:30PM ET,2026-01-07 19:49:32 UTC,Spread,0.032741267628341,-0.5,0.5519720368591103,1.0,1.0,-2.95
2026-01-07T21:07:28.624806+00:00,Campbell Fighting Camels vs. Hampton Pirates,Hampton Pirates,Jan 08 07:00PM ET,2026-01-07 20:05:32 UTC,Spread,0.0128117939803281,7.5,0.5320425632110974,7.5,8.5,5.45
2026-01-07T21:07:28.628736+00:00,UTEP Miners vs. Middle Tennessee Blue Raiders,Middle Tennessee Blue Raiders,Jan 08 09:00PM ET,2026-01-07 20:05:32 UTC,Spread,0.0166304459350659,-5.0,0.5347027350916924,-5.0,-4.0,-6.1
2026-01-07T21:07:28.629871+00:00,UC San Diego Tritons vs. CSU Fullerton Titans,UC San Diego Tritons,Jan 08 10:00PM ET,2026-01-07 20:24:47 UTC,Spread,0.0128117939803281,-14.0,0.5320425632110974,-13.0,-13.0,-15.5
2026-01-07T21:07:28.630370+00:00,Oregon Ducks vs. Ohio State Buckeyes,Ohio State Buckeyes,Jan 08 10:30PM ET,2026-01-07 20:24:47 UTC,Spread,0.0241897189022821,0.5,0.547999242711806,1.0,2.0,-1.75
2026-01-07T21:07:28.630412+00:00,Oregon Ducks vs. Ohio State Buckeyes,Ohio State Buckeyes,Jan 08 10:30PM ET,2026-01-07 20:24:47 UTC,Moneyline,0.014850353497157,Win,0.5038508317372336,104.0,104.0,0.5038508317372336
2026-01-07T22:07:10.653539+00:00,SIU-Edwardsville Cougars vs. Arkansas-Little Rock Trojans,SIU-Edwardsville Cougars,Jan 08 08:30PM ET,2026-01-07 20:05:32 UTC,Spread,0.0154719658609231,-5.0,0.5347027350916924,-4.5,-4.0,-6.0
2026-01-07T23:07:36.032455+00:00,N Colorado Bears vs. Idaho State Bengals,N Colorado Bears,Jan 08 08:00PM ET,2026-01-07 20:05:32 UTC,Moneyline,0.0152641835486843,Win,0.5804815748530321,-130.0,-130.0,0.5804815748530321
2026-01-07T23:07:36.033838+00:00,SIU-Edwardsville Cougars vs. Arkansas-Little Rock Trojans,SIU-Edwardsville Cougars,Jan 08 08:30PM ET,2026-01-07 20:05:32 UTC,Moneyline,0.0126078981297419,Win,0.6394527881325267,-166.0,-168.0,0.6394527881325267
2026-01-07T23:07:36.033965+00:00,Eastern Illinois Panthers vs. Tennessee Tech Golden Eagles,Eastern Illinois Panthers,Jan 08 08:30PM ET,2026-01-07 20:05:32 UTC,Moneyline,0.0368633754028152,Win,0.5130538515932914,105.0,110.0,0.5130538515932914
2026-01-07T23:07:36.034649+00:00,New Mexico St Aggies vs. Western Kentucky Hilltoppers,New Mexico St Aggies,Jan 08 09:00PM ET,2026-01-07 20:05:32 UTC,Moneyline,0.0133957354028534,Win,0.6359028579099759,-192.0,-165.0,0.6359028579099759
2026-01-07T23:07:36.035886+00:00,Cal Baptist Lancers vs. Utah Tech Trailblazers,Utah Tech Trailblazers,Jan 08 10:00PM ET,2026-01-07 20:24:47 UTC,Spread,0.0144424253735896,8.0,0.5336731946043589,8.0,9.0,7.0
2026-01-07T23:07:36.036596+00:00,Gonzaga Bulldogs vs. Santa Clara Broncos,N/A,Jan 08 11:30PM ET,2026-01-07 20:24:47 UTC,Under,0.017876579954982,Under,0.5300717019062016,166.5,167.75,161.849369577957
2026-01-08T00:30:16.286232+00:00,UMBC Retrievers vs. Maine Black Bears,UMBC Retrievers,Jan 08 07:00PM ET,2026-01-07 22:04:48 UTC,Spread,0.0108932112821685,-9.0,0.5347027350916924,-7.5,-8.0,-10.15
2026-01-08T00:30:16.286439+00:00,North Florida Ospreys vs. West Georgia Wolves,North Florida Ospreys,Jan 08 07:00PM ET,2026-01-07 23:49:57 UTC,Spread,0.0128117939803281,2.0,0.5320425632110974,3.0,3.0,0.65
2026-01-08T00:30:16.286620+00:00,Wagner Seahawks vs. St. Francis (PA) Red Flash,Wagner Seahawks,Jan 08 07:00PM ET,2026-01-07 23:49:57 UTC,Spread,0.0312040468018538,-10.0,0.5504348160326231,-8.5,-8.5,-12.8
2026-01-08T03:35:53.752873+00:00,Wagner Seahawks vs. St. Francis (PA) Red Flash,Wagner Seahawks,Jan 08 07:00PM ET,2026-01-07 23:49:57 UTC,Moneyline,0.0302731512325116,Win,0.819746835443038,-375,-375,0.819746835443038
2026-01-08T19:07:41.539473+00:00,Toledo Rockets vs. Miami (OH) RedHawks,Miami (OH) RedHawks,Jan 09 06:00PM ET,2026-01-08 18:25:29 UTC,Spread,0.0128117939803281,-2.0,0.5320425632110974,-1.0,-1.0,-3.5
2026-01-08T19:07:41.539679+00:00,Green Bay Phoenix vs. IUPUI Jaguars,Green Bay Phoenix,Jan 09 07:00PM ET,2026-01-08 18:25:29 UTC,Spread,0.0128117939803281,-8.5,0.5320425632110974,-7.5,-7.5,-10.0
2026-01-08T19:07:41.539997+00:00,Iona Gaels vs. Niagara Purple Eagles,Iona Gaels,Jan 09 07:00PM ET,2026-01-08 18:25:29 UTC,Spread,0.0199183841077404,-14.5,0.5504348160326231,-13.0,-13.0,-16.5
2026-01-08T19:07:41.540340+00:00,Oakland Golden Grizzlies vs. Cleveland St Vikings,Oakland Golden Grizzlies,Jan 09 07:00PM ET,2026-01-08 18:25:29 UTC,Spread,0.0174828107869233,-17.0,0.547999242711806,-15.5,-15.5,-19.1
2026-01-08T19:07:41.540524+00:00,Siena Saints vs. Merrimack Warriors,Siena Saints,Jan 09 07:00PM ET,2026-01-08 18:25:29 UTC,Spread,0.0154719658609231,-6.5,0.5347027350916924,-5.5,-5.5,-7.5
2026-01-08T19:07:41.541145+00:00,Bowling Green Falcons vs. Akron Zips,Bowling Green Falcons,Jan 09 08:00PM ET,2026-01-08 18:25:29 UTC,Spread,0.0128117939803281,2.5,0.5320425632110974,3.5,3.5,1.5
2026-01-08T20:08:27.336554+00:00,Toledo Rockets vs. Miami (OH) RedHawks,Miami (OH) RedHawks,Jan 09 06:00PM ET,2026-01-08 18:25:29 UTC,Moneyline,0.0102187213691029,Win,0.5909149239007485,-140.0,-138.0,0.5909149239007485
2026-01-08T20:08:27.338022+00:00,Milwaukee Panthers vs. Northern Kentucky Norse,Milwaukee Panthers,Jan 09 08:00PM ET,2026-01-08 18:25:29 UTC,Spread,0.0128117939803281,-3.0,0.5320425632110974,-2.0,-2.0,-3.9
2026-01-08T20:08:27.338594+00:00,Colorado St Rams vs. UNLV Rebels,Colorado St Rams,Jan 09 10:00PM ET,2026-01-08 18:25:29 UTC,Spread,0.0230586251346088,-7.5,0.547999242711806,-6.0,-6.0,-9.4
2026-01-08T22:07:40.934570+00:00,Green Bay Phoenix vs. IUPUI Jaguars,Green Bay Phoenix,Jan 09 07:00PM ET,2026-01-08 18:25:29 UTC,Moneyline,0.0120341129945047,Win,0.7898118907722825,-400.0,-350.0,0.7898118907722825
2026-01-08T22:07:40.935517+00:00,Sacred Heart Pioneers vs. Marist Red Foxes,Marist Red Foxes,Jan 09 07:00PM ET,2026-01-08 18:25:29 UTC,Spread,0.0144424253735896,-7.0,0.5336731946043589,-6.0,-6.0,-7.9
2026-01-09T19:08:04.491056+00:00,Michigan Wolverines vs. Wisconsin Badgers,Michigan Wolverines,Jan 10 02:00PM ET,2026-01-09 18:45:11 UTC,Spread,0.0558464163570781,-20.5,0.5796559401666019,-17.5,-18.0,-23.85
2026-01-09T20:08:51.136676+00:00,Pittsburgh Panthers vs. Syracuse Orange,Pittsburgh Panthers,Jan 10 02:00PM ET,2026-01-09 19:49:42 UTC,Moneyline,0.0175485841518792,Win,0.5114510231762694,-100.0,102.0,0.5114510231762694
2026-01-09T20:08:51.139460+00:00,Kentucky Wildcats vs. Mississippi St Bulldogs,N/A,Jan 10 08:30PM ET,2026-01-09 19:23:43 UTC,Under,0.0137517570229503,Under,0.5375612808324742,155.5,155.5,149.5
2026-01-09T20:08:51.139576+00:00,Kentucky Wildcats vs. Mississippi St Bulldogs,Mississippi St Bulldogs,Jan 10 08:30PM ET,2026-01-09 19:23:43 UTC,Spread,0.0358041207605864,11.0,0.547999242711806,12.5,12.5,8.85
2026-01-09T20:08:51.140782+00:00,Clemson Tigers vs. Boston College Eagles,Clemson Tigers,Jan 13 07:00PM ET,2026-01-09 20:04:55 UTC,Spread,0.219385299796781,-5.0,0.7431948236063048,2.5,2.5,-15.95
2026-01-09T20:08:51.140824+00:00,Clemson Tigers vs. Boston College Eagles,Clemson Tigers,Jan 13 07:00PM ET,2026-01-09 20:04:55 UTC,Moneyline,0.2389727212533103,Win,0.670007204011931,132.0,132.0,0.670007204011931
2026-01-09T23:07:10.441298+00:00,Louisiana Ragin' Cajuns vs. Troy Trojans,Louisiana Ragin' Cajuns,Jan 10 01:00PM ET,2026-01-09 22:24:19 UTC,Spread,0.032741267628341,9.5,0.5519720368591103,11.0,11.0,7.15
2026-01-09T23:07:10.441794+00:00,Northeastern Huskies vs. Towson Tigers,Northeastern Huskies,Jan 10 02:00PM ET,2026-01-09 22:24:19 UTC,Spread,0.0312040468018538,-0.5,0.5504348160326231,1.0,1.0,-2.25
2026-01-09T23:07:10.441882+00:00,Northeastern Huskies vs. Towson Tigers,N/A,Jan 10 02:00PM ET,2026-01-09 22:24:19 UTC,Under,0.0158335850426964,Under,0.5256375066113239,144.5,144.5,141.005
2026-01-09T23:07:10.442129+00:00,Cornell Big Red vs. Dartmouth Big Green,Dartmouth Big Green,Jan 10 02:00PM ET,2026-01-09 22:24:19 UTC,Spread,0.0128117939803281,7.5,0.5320425632110974,7.0,8.5,6.4
2026-01-09T23:07:10.443332+00:00,Davidson Wildcats vs. Rhode Island Rams,Davidson Wildcats,Jan 10 02:00PM ET,2026-01-09 22:24:19 UTC,Spread,0.0108932112821685,-4.0,0.5347027350916924,-3.0,-3.0,-5.15
2026-01-09T23:07:10.445775+00:00,UT-Arlington Mavericks vs. Abilene Christian Wildcats,UT-Arlington Mavericks,Jan 10 03:00PM ET,2026-01-09 22:39:22 UTC,Spread,0.0154719658609231,-4.5,0.5347027350916924,-3.5,-3.5,-5.6
2026-01-09T23:07:10.446223+00:00,Morehead St Eagles vs. SE Missouri St Redhawks,Morehead St Eagles,Jan 10 03:30PM ET,2026-01-09 22:39:22 UTC,Spread,0.024653400649521,3.0,0.5320425632110974,4.0,4.0,1.7
2026-01-09T23:07:10.446407+00:00,Massachusetts Minutemen vs. Ball State Cardinals,Massachusetts Minutemen,Jan 10 03:30PM ET,2026-01-09 22:39:22 UTC,Spread,0.0128117939803281,-12.0,0.5320425632110974,-11.0,-11.0,-13.75
2026-01-09T23:07:10.446591+00:00,Sam Houston St Bearkats vs. Liberty Flames,Sam Houston St Bearkats,Jan 10 03:30PM ET,2026-01-09 22:39:22 UTC,Spread,0.0128117939803281,0.5,0.5320425632110974,1.5,1.5,-0.9
2026-01-09T23:07:10.448596+00:00,Lindenwood Lions vs. Arkansas-Little Rock Trojans,Lindenwood Lions,Jan 10 04:30PM ET,2026-01-09 22:51:19 UTC,Spread,0.0287684734810367,-7.0,0.547999242711806,-5.5,-5.5,-9.25
2026-01-09T23:07:10.449482+00:00,Cal Poly Mustangs vs. UC Davis Aggies,Cal Poly Mustangs,Jan 10 05:00PM ET,2026-01-09 22:51:19 UTC,Spread,0.024653400649521,2.5,0.5320425632110974,3.5,3.5,0.55
2026-01-09T23:07:10.449744+00:00,Eastern Washington Eagles vs. Montana Grizzlies,Montana Grizzlies,Jan 10 05:00PM ET,2026-01-09 22:51:19 UTC,Spread,0.024653400649521,0.5,0.5320425632110974,1.5,1.5,-0.85
2026-01-09T23:07:10.450800+00:00,Bradley Braves vs. Northern Iowa Panthers,N/A,Jan 10 06:00PM ET,2026-01-09 23:05:20 UTC,Under,0.0135218092181041,Under,0.5233257307867316,128.5,128.5,125.0
2026-01-09T23:07:10.451140+00:00,Bradley Braves vs. Northern Iowa Panthers,Northern Iowa Panthers,Jan 10 06:00PM ET,2026-01-09 23:05:20 UTC,Spread,0.032741267628341,2.5,0.5519720368591103,4.0,4.0,0.35
2026-01-09T23:07:10.451316+00:00,Stony Brook Seawolves vs. UNC Wilmington Seahawks,Stony Brook Seawolves,Jan 10 06:00PM ET,2026-01-09 22:51:19 UTC,Spread,0.0154719658609231,7.5,0.5347027350916924,8.5,8.5,5.5
2026-01-09T23:07:10.453467+00:00,N Colorado Bears vs. Weber State Wildcats,N/A,Jan 10 08:00PM ET,2026-01-09 23:05:20 UTC,Under,0.0135218092181041,Under,0.5233257307867316,164.5,164.5,160.31414296798198
2026-01-09T23:07:10.454688+00:00,Santa Clara Broncos vs. Loyola Marymount Lions,Santa Clara Broncos,Jan 10 10:00PM ET,2026-01-09 23:05:20 UTC,Spread,0.0128117939803281,-11.0,0.5320425632110974,-10.0,-10.0,-12.45
